i;j;demand
193;147;3.474531356
193;149;1.63943072
193;22;3.846890463
193;151;2.120614658
193;24;1.345502478
193;25;1.745372292
193;47;14.84333624
193;28;1.782776244
193;158;13.60319712
193;31;1.873938849
193;167;18.82818433
193;42;3.946522478
193;44;5.202998174
193;175;14.42477887
193;178;28.51085499
193;180;8.288220746
193;57;28.1985548
193;63;5.61778686
193;194;114.8897842
193;69;3.49059
193;198;29.20511884
193;72;2.781266346
193;74;5.293450649
193;206;6.115334235
193;80;10.21624076
193;211;21.18432364
193;213;3.810275367
193;214;1.658433051
193;87;47.69021502
193;217;20.48935306
193;219;4.398213647
193;93;46.79194569
193;98;26.88183067
193;103;81.02584839
193;105;109.0436578
193;106;119.3193623
193;39;5.34239183
193;113;10.55393439
193;83;8.47369288
193;118;8.099557444
193;121;36.05233113
193;170;8.170415215
194;129;36.14242014
194;2;64.79727362
194;6;29.4835662
194;135;205.7077347
194;14;56.2300489
194;144;3.367473619
194;152;2.112753532
194;147;6.921422919
194;149;3.501929675
194;22;11.22012499
194;151;5.394279707
194;24;3.662029492
194;25;4.646970636
194;47;23.60496432
194;28;4.746776458
194;158;31.4830405
194;31;5.099095347
194;167;41.076533
194;42;6.125369025
194;44;7.762305834
194;175;19.86856847
194;178;30.21618093
194;180;10.7359957
194;57;67.85279877
194;63;11.18273103
194;193;64.98797306
194;69;8.67438181
194;198;204.5101836
194;72;8.990744615
194;74;17.68579471
194;206;22.73593014
194;80;19.23744395
194;211;102.8693847
194;213;13.66884578
194;214;5.076794128
194;87;126.8337516
194;217;73.52163321
194;219;13.9499578
194;93;192.9436122
194;98;49.0428213
194;103;102.5871761
194;105;57.04535905
194;106;56.10701862
194;39;9.580426747
194;113;32.60874411
194;83;26.63779233
194;118;25.83221635
194;121;112.9889901
194;170;17.94063644
69;129;10.36204641
69;2;27.97326498
69;6;11.95326464
69;135;34.05009811
69;14;11.31663913
69;144;1.37263257
69;152;0.885323384
69;147;2.905990486
69;149;1.52646655
69;22;6.247461035
69;151;2.260176171
69;24;1.763825667
69;25;1.959746249
69;47;13.73320614
69;28;1.976385802
69;158;97.01773372
69;31;2.106180154
69;167;149.2957393
69;42;2.768752379
69;44;3.837172947
69;175;6.011861278
69;178;7.140604592
69;180;3.669618416
69;57;89.90635255
69;63;11.81200809
69;193;3.473087636
69;194;17.37453581
69;198;14.55918529
69;72;103.762104
69;74;108.5271132
69;206;4.429232469
69;80;9.200144207
69;211;8.595145607
69;213;2.551961011
69;214;1.353203151
69;87;44.85578071
69;217;17.58904349
69;219;4.488416808
69;93;11.2736407
69;98;10.93511285
69;103;22.45780866
69;105;4.209462594
69;106;8.154655976
69;39;5.36454528
69;113;18.52492167
69;83;19.61140362
69;118;28.30624911
69;121;57.58675533
69;170;19.96393998
198;129;103.4320863
198;2;84.27192312
198;6;40.64088891
198;135;296.609598
198;14;271.0971322
198;144;3.35243164
198;152;2.11889867
198;147;6.909461044
198;149;3.495987531
198;22;14.76916136
198;151;5.455117508
198;24;4.36329581
198;25;4.832705306
198;47;18.39299419
198;28;4.873196059
198;158;33.27955167
198;31;5.755276495
198;167;37.70100886
198;42;4.56240463
198;44;7.117801046
198;175;11.99488681
198;178;16.87425815
198;180;8.465994943
198;57;56.16639256
198;63;9.118959228
198;193;17.84976575
198;194;169.8288606
198;69;8.294912311
198;72;7.558422773
198;74;21.85081004
198;206;30.95028151
198;80;13.14484947
198;211;101.3235194
198;213;16.99247647
198;214;6.245777729
198;87;92.21545187
198;217;93.06795775
198;219;17.83386979
198;93;61.91855705
198;98;31.68135209
198;103;57.0098819
198;105;17.37434806
198;106;27.95529379
198;39;8.796719525
198;113;47.37556958
198;83;28.27561589
198;118;32.67653432
198;121;172.6025699
198;170;17.52519031
72;129;6.336049768
72;2;17.7626874
72;6;7.386929539
72;135;22.40231899
72;14;6.649171185
72;144;0.931177087
72;152;0.599730727
72;147;1.991533198
72;149;1.091942615
72;22;3.822897561
72;151;1.533335595
72;24;1.111854212
72;25;1.297066212
72;47;9.198644293
72;28;1.30817997
72;158;42.45917717
72;31;1.400486043
72;167;56.70702568
72;42;2.026806203
72;44;2.659698764
72;175;4.367674946
72;178;5.132328522
72;180;3.01338036
72;57;106.6828968
72;63;8.569391341
72;193;2.372987606
72;194;12.62395267
72;69;94.05454518
72;198;9.368376882
72;74;72.69258906
72;206;3.237524461
72;80;9.945533248
72;211;6.522040311
72;213;1.717890437
72;214;0.909983537
72;87;32.49804492
72;217;11.72426148
72;219;2.953311364
72;93;7.55120178
72;98;8.664555391
72;103;17.95568026
72;105;2.989262889
72;106;5.938388824
72;39;3.495341773
72;113;9.278822077
72;83;24.38669212
72;118;9.582853297
72;121;39.42673296
72;170;13.66704334
74;129;19.21292067
74;2;36.71116367
74;6;16.50217809
74;135;79.60322323
74;14;17.58063672
74;144;1.798567902
74;152;1.145188969
74;147;3.716812577
74;149;1.919644483
74;22;8.561937739
74;151;2.961521097
74;24;2.266998442
74;25;2.611904422
74;47;13.85658252
74;28;2.621309979
74;158;41.97504738
74;31;2.786960084
74;167;54.70976766
74;42;2.927340604
74;44;3.980336559
74;175;7.175745712
74;178;8.310807075
74;180;4.422402236
74;57;80.50779754
74;63;9.028202496
74;193;4.556716135
74;194;26.94150285
74;69;82.41535413
74;198;23.27266594
74;72;74.09181989
74;206;6.744467132
74;80;10.27824313
74;211;13.19942655
74;213;3.397557808
74;214;1.811115395
74;87;95.68983602
74;217;23.53046527
74;219;5.976163209
74;93;18.40604581
74;98;14.78003137
74;103;27.75724234
74;105;5.355433375
74;106;11.16032284
74;39;5.347840382
74;113;24.1671561
74;83;168.2149839
74;118;46.39374953
74;121;194.4685642
74;170;16.14829884
206;129;25.50372751
206;2;63.50857178
206;6;33.83047035
206;135;33.13035445
206;14;47.80149141
206;144;1.182555771
206;152;0.747432348
206;147;2.43728252
206;149;1.233194492
206;22;7.430391944
206;151;1.924269124
206;24;2.464854015
206;25;2.642767488
206;47;5.984728232
206;28;2.775351607
206;158;11.64670005
206;31;3.624626914
206;167;13.31041466
206;42;1.514826208
206;44;2.477792884
206;175;4.104317729
206;178;5.771626824
206;180;2.945822592
206;57;19.29230068
206;63;3.121228591
206;193;3.53443192
206;194;19.94544843
206;69;3.115159154
206;198;34.20152957
206;72;2.313725483
206;74;4.63099246
206;80;4.015295486
206;211;46.7010557
206;213;26.39940992
206;214;13.8340305
206;87;16.66546894
206;217;151.8114658
206;219;25.31946151
206;93;7.808760608
206;98;6.169664073
206;103;16.27938769
206;105;3.31444115
206;106;7.391099323
206;39;3.062768253
206;113;21.1885735
206;83;5.802574582
206;118;9.938755584
206;121;37.04887803
206;170;6.100522202
80;129;10.53878336
80;2;35.22942437
80;6;15.43296845
80;135;38.07307411
80;14;12.99440151
80;144;2.831398117
80;152;1.966719464
80;147;7.406805317
80;149;3.835615624
80;22;6.875024487
80;151;4.668023218
80;24;2.16856766
80;25;2.831059358
80;47;214.8499074
80;28;2.855316953
80;158;40.41686891
80;31;3.020256931
80;167;62.94314965
80;42;48.12335565
80;44;16.09472378
80;175;70.15725256
80;178;22.39779676
80;180;12.35828699
80;57;161.1112545
80;63;93.34643697
80;193;7.77291691
80;194;29.3832399
80;69;8.136751607
80;198;18.93705291
80;72;7.338434005
80;74;11.77412036
80;206;7.188732822
80;211;14.52827611
80;213;4.535660569
80;214;2.000249633
80;87;68.76775674
80;217;27.44753508
80;219;6.352924844
80;93;28.36210388
80;98;95.36929077
80;103;100.0520855
80;105;10.91909977
80;106;21.92256265
80;39;26.5136661
80;113;17.41855802
80;83;13.55033249
80;118;12.23746752
80;121;42.97308919
80;170;29.99162056
211;129;102.0180677
211;2;131.0031993
211;6;63.75131502
211;135;161.6367166
211;14;195.1614118
211;144;4.395440591
211;152;2.757771461
211;147;9.033475664
211;149;4.570677522
211;22;19.81751228
211;151;7.132057181
211;24;6.522846697
211;25;7.230888965
211;47;23.9950573
211;28;7.536173356
211;158;42.04553248
211;31;9.439358085
211;167;47.38619711
211;42;6.237747214
211;44;9.833840919
211;175;16.86238705
211;178;24.74788391
211;180;12.11149324
211;57;69.65378697
211;63;11.46357931
211;193;29.68006295
211;194;245.7190566
211;69;10.27524406
211;198;294.8638466
211;72;8.028621603
211;74;15.79309438
211;206;239.5669032
211;80;16.26984792
211;213;214.7749045
211;214;28.335522
211;87;88.59001633
211;217;233.7760997
211;219;37.57025744
211;93;55.34076344
211;98;30.9954801
211;103;67.25621581
211;105;21.02378609
211;106;39.81604402
211;39;11.6176101
211;113;49.99010193
211;83;24.58726237
211;118;29.02482889
211;121;171.6210815
211;170;22.13893074
213;129;18.78446636
213;2;53.98382853
213;6;28.75672148
213;135;25.52176081
213;14;30.14349952
213;144;1.008056199
213;152;0.63247098
213;147;2.071749339
213;149;1.04824527
213;22;5.942395429
213;151;1.635675492
213;24;1.870542326
213;25;2.182573432
213;47;5.418793068
213;28;2.401178265
213;158;9.735269831
213;31;3.1701625
213;167;11.05970732
213;42;1.348290371
213;44;2.156166711
213;175;3.758364347
213;178;5.439369931
213;180;2.620240439
213;57;15.56839908
213;63;2.589029446
213;193;3.648383062
213;194;23.89529402
213;69;2.583746688
213;198;31.6745965
213;72;1.841364797
213;74;3.694344952
213;206;90.00697391
213;80;3.600263237
213;211;46.53170689
213;214;66.59424012
213;87;14.87727274
213;217;114.2293757
213;219;24.96471804
213;93;7.034968506
213;98;5.335003077
213;103;13.94989116
213;105;2.875479844
213;106;6.450258517
213;39;2.603427405
213;113;16.41771587
213;83;4.493125477
213;118;7.546356113
213;121;29.16756052
213;170;5.136976414
214;129;10.04913539
214;2;51.16212276
214;6;30.52927927
214;135;17.41194223
214;14;13.4807499
214;144;0.777342465
214;152;0.487717402
214;147;1.59758825
214;149;0.808333467
214;22;6.840045558
214;151;1.261318586
214;24;1.679568937
214;25;2.083341379
214;47;4.130410154
214;28;2.223903831
214;158;7.634170844
214;31;3.89779406
214;167;8.528473075
214;42;0.992937229
214;44;1.624141955
214;175;2.690295328
214;178;4.146196128
214;180;1.930925742
214;57;12.19067458
214;63;2.045900744
214;193;2.419330314
214;194;16.03888827
214;69;2.041922354
214;198;14.36049086
214;72;1.419931797
214;74;2.972679112
214;206;25.13728922
214;80;2.776271305
214;211;32.02511677
214;213;19.31070777
214;87;10.55554216
214;217;108.9889519
214;219;23.87724186
214;93;4.998307611
214;98;4.00364116
214;103;10.75718079
214;105;2.126660773
214;106;4.84471264
214;39;2.007581203
214;113;15.44164615
214;83;3.715787727
214;118;6.375037894
214;121;21.60200502
214;170;3.998766046
87;129;53.81561138
87;2;114.1151438
87;6;50.80425442
87;135;523.7420595
87;14;65.05574343
87;144;6.443538053
87;152;4.100900125
87;147;13.30974266
87;149;6.830904599
87;22;22.35151875
87;151;10.48381812
87;24;7.027319916
87;25;8.908674087
87;47;57.2117284
87;28;8.985007001
87;158;87.15827858
87;31;9.618995236
87;167;109.4045527
87;42;12.2688911
87;44;17.3645498
87;175;31.21919849
87;178;41.88272993
87;180;19.68885699
87;57;219.4152569
87;63;28.95964292
87;193;24.41048938
87;194;253.7948829
87;69;25.5540537
87;198;122.6596844
87;72;56.48084794
87;74;106.9878059
87;206;24.48422374
87;80;57.50916769
87;211;55.2611905
87;213;14.27370187
87;214;6.485666487
87;217;89.21216736
87;219;20.58698202
87;93;364.2216864
87;98;157.6698097
87;103;152.6045365
87;105;69.28602526
87;106;57.4284907
87;39;21.97956139
87;113;59.34929918
87;83;145.737188
87;118;52.79423689
87;121;323.8909632
87;170;46.17042226
217;129;113.4187468
217;2;635.6317664
217;6;405.6618892
217;135;182.8449165
217;14;168.1030742
217;144;8.748563788
217;152;5.529514742
217;147;18.03104945
217;149;9.123189732
217;22;77.1996162
217;151;14.23576932
217;24;26.98425062
217;25;23.51346252
217;47;44.2751014
217;28;27.08985144
217;158;86.16244646
217;31;48.03361445
217;167;99.57109852
217;42;11.20670503
217;44;18.33074568
217;175;30.36379875
217;178;42.69857426
217;180;21.28359436
217;57;142.7247046
217;63;21.89630884
217;193;25.14022645
217;194;138.4565026
217;69;24.59194555
217;198;144.1744277
217;72;17.1169728
217;74;34.40676191
217;206;312.7482646
217;80;29.70521098
217;211;182.7824516
217;213;158.7419979
217;214;136.6385725
217;87;120.6860025
217;219;292.7044084
217;93;55.19888759
217;98;45.18676934
217;103;119.0413833
217;105;23.58661423
217;106;54.67945399
217;39;22.65840147
217;113;188.1363627
217;83;43.16927482
217;118;71.95134513
217;121;286.2066521
217;170;45.62875668
219;129;31.82933094
219;2;261.5121664
219;6;93.13249522
219;135;54.78279037
219;14;42.42177323
219;144;2.799161959
219;152;1.769205517
219;147;5.769155822
219;149;2.919026056
219;22;37.16514219
219;151;4.55483036
219;24;11.46251537
219;25;12.74965519
219;47;13.53030518
219;28;14.98304952
219;158;28.5677927
219;31;20.50840088
219;167;33.00525079
219;42;3.58566082
219;44;5.796531165
219;175;8.684540022
219;178;12.93946672
219;180;6.809829491
219;57;45.66573137
219;63;7.110231559
219;193;8.043784926
219;194;42.18280759
219;69;8.093096819
219;198;42.20691965
219;72;5.635511138
219;74;12.0802513
219;206;39.21667336
219;80;9.5043825
219;211;44.10333288
219;213;23.46271169
219;214;14.70084262
219;87;38.94575476
219;217;354.0929477
219;93;16.2516516
219;98;14.45781146
219;103;38.08809305
219;105;7.546696224
219;106;17.12435503
219;39;7.317898805
219;113;70.63193144
219;83;13.81230049
219;118;26.86035987
219;121;88.98661796
219;170;14.59922829
93;129;23.41932048
93;2;51.68568012
93;6;21.11516153
93;135;157.8183927
93;14;41.44081798
93;144;2.910232253
93;152;1.848655033
93;147;6.028886041
93;149;3.050257359
93;22;9.012897594
93;151;4.734742718
93;24;3.098450106
93;25;3.996299465
93;47;25.056694
93;28;4.030541282
93;158;35.60351954
93;31;4.26336916
93;167;44.45615121
93;42;6.236545663
93;44;8.934303365
93;175;25.43415714
93;178;33.20540956
93;180;10.62755276
93;57;72.06133802
93;63;11.39600904
93;193;29.58030827
93;194;177.5679098
93;69;9.603120172
93;198;59.6661924
93;72;8.55450313
93;74;16.57195868
93;206;12.41996625
93;80;26.74743265
93;211;28.57296077
93;213;6.917954668
93;214;3.226003964
93;87;273.8166492
93;217;41.37765104
93;219;9.368292347
93;98;246.3116602
93;103;121.7870594
93;105;59.6841529
93;106;49.26950779
93;39;10.97392393
93;113;24.84285786
93;83;28.0239579
93;118;21.23213774
93;121;96.76989517
93;170;20.64855977
98;129;15.10876694
98;2;45.0833768
98;6;18.85720868
98;135;82.398963
98;14;19.69171949
98;144;3.003111805
98;152;2.103888934
98;147;7.227740902
98;149;3.653940977
98;22;8.793312876
98;151;4.880035266
98;24;2.787098203
98;25;3.638549351
98;47;49.10767648
98;28;3.669725828
98;158;33.87639331
98;31;3.881710875
98;167;46.07661301
98;42;8.176161626
98;44;9.620101024
98;175;41.20409765
98;178;39.90832155
98;180;14.09101915
98;57;86.12470353
98;63;14.97887083
98;193;27.98810788
98;194;93.39231098
98;69;7.998472814
98;198;34.41068137
98;72;8.655435026
98;74;14.57292656
98;206;9.988809414
98;80;43.97295567
98;211;21.21220243
98;213;5.940002957
98;214;2.84142734
98;87;156.0142662
98;217;36.94002902
98;219;8.164940273
98;93;237.025347
98;103;244.9149656
98;105;103.2185908
98;106;71.90723171
98;39;11.77527431
98;113;22.44866819
98;83;22.41018358
98;118;15.56278155
98;121;71.23465664
98;170;20.46662474
103;129;41.45781274
103;2;138.0828548
103;6;55.93350405
103;135;216.7939209
103;14;63.03547129
103;144;11.03346101
103;152;6.988901346
103;147;30.38540404
103;149;12.72774978
103;22;24.07522786
103;151;17.89020005
103;24;8.420639748
103;25;10.99312298
103;47;194.6242223
103;28;11.08731624
103;158;100.3876673
103;31;11.72778514
103;167;151.1319017
103;42;52.06235067
103;44;58.14571063
103;175;181.3345027
103;178;274.8313842
103;180;80.03164033
103;57;239.0964286
103;63;59.4792708
103;193;107.8546228
103;194;227.9002388
103;69;21.96320765
103;198;97.99700557
103;72;22.81048992
103;74;40.99372848
103;206;29.03594234
103;80;132.378814
103;211;65.56956029
103;213;18.3146373
103;214;8.873565154
103;87;280.9883668
103;217;110.0786284
103;219;25.01423728
103;93;187.3832483
103;98;277.8059968
103;105;175.7289706
103;106;444.9895887
103;39;67.32961673
103;113;65.90209584
103;83;50.56070417
103;118;45.21666831
103;121;175.9146402
103;170;74.63697455
105;129;8.868713664
105;2;21.32768347
105;6;8.834482193
105;135;41.69866033
105;14;13.44785033
105;144;1.467028357
105;152;0.920088873
105;147;3.584759887
105;149;1.710583613
105;22;3.770952316
105;151;2.29802723
105;24;1.318942074
105;25;1.721875397
105;47;17.00773638
105;28;1.736629082
105;158;14.99249653
105;31;1.836947038
105;167;19.05184031
105;42;4.526226296
105;44;4.428337279
105;175;15.74788717
105;178;27.94804679
105;180;8.282332258
105;57;32.76232211
105;63;6.957356636
105;193;56.99397288
105;194;60.98173098
105;69;3.639169058
105;198;22.17823881
105;72;3.39048542
105;74;5.907176939
105;206;5.34082548
105;80;14.082796
105;211;17.47721894
105;213;3.160510307
105;214;1.414451706
105;87;46.74880362
105;217;17.53911906
105;219;4.262156238
105;93;42.30494047
105;98;34.64522667
105;103;120.8178982
105;106;143.1997202
105;39;5.423734665
105;113;10.51554721
105;83;9.654648431
105;118;7.675863564
105;121;30.24430649
105;170;9.153653049
106;129;14.7492419
106;2;37.76360997
106;6;15.51252443
106;135;65.69476214
106;14;19.94915166
106;144;3.203603668
106;152;1.984839528
106;147;7.598727044
106;149;3.445202352
106;22;6.676992025
106;151;4.701095457
106;24;2.335369151
106;25;3.048818265
106;47;36.0683059
106;28;3.074941701
106;158;26.13250587
106;31;3.252568502
106;167;33.25445487
106;42;10.62123974
106;44;12.87026578
106;175;42.10112162
106;178;81.22945089
106;180;21.18703336
106;57;60.99213223
106;63;13.2594172
106;193;46.29091897
106;194;91.12944225
106;69;6.091247119
106;198;35.13180359
106;72;5.74708805
106;74;10.35577334
106;206;8.950662335
106;80;29.77611226
106;211;25.09033599
106;213;5.604114083
106;214;2.460982887
106;87;74.42958805
106;217;31.63297818
106;219;7.546736429
106;93;56.87037428
106;98;60.41654353
106;103;232.1084472
106;105;121.9153306
106;39;15.1329808
106;113;17.10597744
106;83;15.24813158
106;118;13.03798077
106;121;51.72184259
106;170;16.49723241
39;129;4.701250954
39;2;15.99534812
39;6;7.007088744
39;135;15.37867156
39;14;5.644440012
39;144;3.475589738
39;152;5.29268205
39;147;21.34269602
39;149;17.87696721
39;22;3.12149324
39;151;9.493280747
39;24;0.984602935
39;25;1.285396534
39;47;73.15953915
39;28;1.296410301
39;158;20.72364363
39;31;1.37129862
39;167;26.42038858
39;42;38.01613084
39;44;74.02837141
39;175;36.8859741
39;178;22.84796197
39;180;27.08167623
39;57;41.23594727
39;63;18.03379374
39;193;3.482831211
39;194;13.73316901
39;69;3.646750929
39;198;8.388532541
39;72;2.946730558
39;74;4.405680325
39;206;3.263927416
39;80;23.98054981
39;211;6.596327876
39;213;2.059343037
39;214;0.908180868
39;87;16.37015641
39;217;12.46210764
39;219;2.884442374
39;93;7.683378666
39;98;10.55411968
39;103;40.79347485
39;105;4.331394421
39;106;10.732772
39;113;7.908613446
39;83;5.047890167
39;118;5.620342815
39;121;19.09400989
39;170;32.40463036
113;129;56.52231775
113;2;355.5511171
113;6;311.8838385
113;135;98.04292144
113;14;66.41810952
113;144;4.273369956
113;152;2.700976154
113;147;8.766258156
113;149;4.498026004
113;22;254.8061832
113;151;6.953679529
113;24;25.49073924
113;25;12.88920837
113;47;21.35054562
113;28;12.90420728
113;158;49.62556937
113;31;21.21904625
113;167;55.88687231
113;42;5.344300401
113;44;8.945386839
113;175;12.89947946
113;178;17.53373696
113;180;10.17801352
113;57;77.37391977
113;63;10.78200926
113;193;9.464776578
113;194;56.58748184
113;69;14.31405639
113;198;50.43656999
113;72;9.739449503
113;74;23.12060496
113;206;32.24365244
113;80;14.08537127
113;211;41.42873609
113;213;14.52036798
113;214;8.628130149
113;87;67.17685625
113;217;137.5740049
113;219;44.73869009
113;93;24.24268374
113;98;22.11366094
113;103;48.85612408
113;105;10.2084042
113;106;19.87681707
113;39;11.29421629
113;83;26.56086142
113;118;180.7548676
113;121;225.0464612
113;170;23.1473231
83;129;31.09264101
83;2;42.85977679
83;6;19.15083012
83;135;108.1669661
83;14;26.49571839
83;144;2.142538781
83;152;1.364203028
83;147;4.456378851
83;149;2.286770906
83;22;8.773607068
83;151;3.527903392
83;24;2.482609434
83;25;3.111423544
83;47;15.91267379
83;28;3.093729146
83;158;35.98255272
83;31;3.319958092
83;167;50.98809448
83;42;3.428422976
83;44;4.631490542
83;175;8.277409084
83;178;10.91151919
83;180;5.244526438
83;57;86.50452446
83;63;10.1288856
83;193;6.167102999
83;194;38.75559331
83;69;19.40764685
83;198;36.21530084
83;72;20.6584034
83;74;182.6853229
83;206;8.387941427
83;80;12.64834498
83;211;16.98539958
83;213;4.170358327
83;214;2.18144303
83;87;227.8885252
83;217;28.52403555
83;219;7.12786663
83;93;33.38044754
83;98;20.78950547
83;103;35.41738384
83;105;7.674575213
83;106;13.88806136
83;39;6.020394286
83;113;28.65951613
83;118;45.47396891
83;121;197.1927204
83;170;16.36498792
118;129;88.85177387
118;2;157.4015317
118;6;90.07062855
118;135;173.4209321
118;14;72.88639538
118;144;4.059476886
118;152;2.584760988
118;147;8.389071508
118;149;4.304488999
118;22;71.6170141
118;151;6.684332811
118;24;10.28414918
118;25;7.346148037
118;47;20.33867945
118;28;6.659903036
118;158;51.60287522
118;31;8.156491563
118;167;66.40258425
118;42;5.210746558
118;44;8.560492802
118;175;12.34445229
118;178;16.68537824
118;180;9.740083137
118;57;98.43900962
118;63;11.52130887
118;193;8.886120599
118;194;59.0998087
118;69;34.05779751
118;198;64.91066034
118;72;21.05453388
118;74;74.1133978
118;206;25.16502663
118;80;13.88148361
118;211;29.39442112
118;213;9.186496914
118;214;4.948803103
118;87;103.2001729
118;217;74.53998284
118;219;19.17099401
118;93;32.31292897
118;98;19.70944984
118;103;46.57621285
118;105;8.977123565
118;106;18.13825485
118;39;10.80825894
118;113;212.7606135
118;83;75.86108454
118;121;504.3950213
118;170;23.28864262
121;129;318.804162
121;2;322.029119
121;6;176.9150613
121;135;544.7153366
121;14;221.9109014
121;144;9.833147952
121;152;6.215024304
121;147;20.17141374
121;149;10.35008802
121;22;75.46981562
121;151;16.00061786
121;24;16.14565459
121;25;14.72715139
121;47;49.8354723
121;28;14.7631259
121;158;106.8878514
121;31;17.05292088
121;167;134.2380138
121;42;12.38118177
121;44;20.58359402
121;175;30.09476735
121;178;40.89461076
121;180;23.4199037
121;57;209.0667842
121;63;26.72144998
121;193;23.75294993
121;194;202.7937061
121;69;58.32302684
121;198;242.5398858
121;72;43.53548698
121;74;134.9041648
121;206;67.4968136
121;80;35.29328895
121;211;99.71227417
121;213;24.44905151
121;214;12.08462798
121;87;274.2900545
121;217;182.0537209
121;219;45.96743125
121;93;111.4165402
121;98;75.97114521
121;103;121.6560965
121;105;25.33783162
121;106;46.77464343
121;39;25.98831857
121;113;257.560024
121;83;221.6280321
121;118;451.234221
121;170;54.00949421
170;129;22.65261338
170;2;84.57468697
170;6;34.48847039
170;135;84.24256004
170;14;27.97091836
170;144;6.705734388
170;152;6.360483799
170;147;20.63473014
170;149;13.73594005
170;22;17.51364266
170;151;12.32080837
170;24;5.316130553
170;25;6.369758815
170;47;98.72695047
170;28;6.424337335
170;158;302.0821767
170;31;6.795445017
170;167;503.5838652
170;42;22.28757603
170;44;36.52229307
170;175;45.86835135
170;178;40.4794813
170;180;25.54317258
170;57;285.0264594
170;63;120.1284314
170;193;12.90722681
170;194;55.37157075
170;69;35.50568484
170;198;36.7428236
170;72;26.72491034
170;74;40.59191365
170;206;15.89799072
170;80;56.0111833
170;211;31.41413324
170;213;8.308429755
170;214;4.414999682
170;87;110.3880028
170;217;56.18057201
170;219;14.28721679
170;93;38.95318208
170;98;50.54208771
170;103;110.0427764
170;105;17.10916111
170;106;38.97662894
170;39;50.025365
170;113;40.44448374
170;83;35.24867549
170;118;32.31082843
170;121;107.245135
